1229,981,Auto,669255,13.69,24,2021-04-22
1230,804,Personal,834741,11.57,120,2020-08-03
1231,1691,Business,295543,15.76,18,2021-08-11
1232,861,Business,1588752,17.4,12,2020-07-27
1233,1582,Auto,1497760,8.25,60,2022-03-18
1234,1452,Home,843366,12.4,18,2020-06-18
1235,513,Business,1747837,14.02,24,2024-08-25
1236,1076,Business,1917397,10.5,120,2023-03-17
1237,1398,Home,161457,17.78,120,2024-02-21
1238,1522,Auto,1369854,17.31,120,2022-07-01
1239,1228,Personal,1141379,14.74,24,2022-10-07
1240,1801,Personal,292907,16.67,24,2021-02-07
1241,1022,Auto,1689247,9.22,48,2023-07-01
1242,977,Personal,849672,9.43,120,2020-05-18
1243,819,Home,1138688,16.26,18,2021-02-06
1244,1337,Home,944515,13.4,18,2021-09-21
1245,219,Home,1498915,17.24,18,2024-12-06
1246,1080,Personal,1182960,17.48,36,2021-08-13
1247,1905,Auto,252108,10.51,24,2022-03-06
1248,677,Business,743993,9.37,36,2020-04-23
1249,1183,Auto,1421039,9.57,48,2022-07-27
1250,706,Personal,695537,14.01,36,2020-08-03
1251,1709,Auto,1421939,10.71,120,2022-11-20
1252,738,Home,1360034,16.6,120,2023-11-09
1253,980,Home,801073,11.7,48,2023-07-07
1254,1110,Home,1232620,14.58,60,2024-05-01
1255,1811,Business,1295901,13.9,36,2021-08-15
1256,1799,Business,491714,8.5,60,2022-08-20
1257,619,Auto,702689,9.9,12,2020-07-04
1258,826,Business,1118913,15.82,24,2021-09-06
1259,148,Home,1081829,13.4,60,2022-02-19
1260,1184,Personal,92222,13.53,24,2022-04-27
1261,1490,Auto,526772,11.8,120,2020-06-13
1262,1581,Business,1056636,16.59,36,2020-10-12
1263,130,Business,754124,8.34,60,2021-02-28
1264,1812,Business,1938105,15.92,36,2021-07-31
1265,850,Auto,1770696,10.1,48,2021-05-23
1266,1364,Business,1476409,17.49,48,2021-10-06
1267,1557,Home,1620153,14.73,18,2022-09-14
1268,119,Personal,1488024,8.05,36,2021-02-08
1269,436,Home,277980,10.22,48,2020-07-26
1270,1022,Home,778996,14.83,48,2022-09-14
1271,668,Personal,653262,15.04,12,2022-04-18
1272,1407,Auto,1358951,13.96,12,2022-08-19
1273,1599,Business,778566,10.99,120,2023-02-03
1274,806,Home,1892389,10.69,24,2022-10-21
1275,645,Business,1836551,13.77,120,2021-11-19
1276,1070,Auto,1359698,9.55,12,2023-06-03
1277,1663,Personal,69532,12.41,120,2020-05-31
1278,1499,Personal,58977,12.11,48,2022-03-29
1279,1932,Home,1676699,14.73,36,2023-02-18
1280,1593,Auto,984521,11.49,36,2022-02-02
1281,1339,Home,1171090,15.05,120,2024-07-13
1282,37,Auto,1009327,15.22,24,2021-04-28
1283,864,Home,136939,14.43,48,2022-06-22
1284,72,Business,1550583,16.71,60,2024-05-17
1285,1715,Personal,1959744,9.3,60,2021-07-15
1286,1543,Personal,1448579,12.18,18,2023-11-01
1287,1641,Home,505263,17.61,120,2022-01-01
1288,731,Auto,231505,13.61,60,2022-07-21
1289,1174,Auto,237798,8.84,36,2021-05-21
1290,42,Home,830262,11.58,48,2022-12-08
1291,744,Home,1040390,8.51,36,2021-11-27
1292,1347,Auto,1412256,14.2,60,2021-07-29
1293,1431,Auto,804894,8.09,48,2022-09-21
1294,1478,Business,735352,17.44,12,2024-08-01
1295,1806,Home,658188,15.67,48,2023-04-10
1296,1452,Business,611571,16.6,48,2024-07-13
1297,562,Auto,1331201,10.8,120,2021-07-21
1298,768,Home,96352,12.44,12,2022-11-02
1299,1366,Home,778798,15.24,48,2023-01-10
1300,1868,Personal,426401,15.62,24,2023-10-30
1301,1884,Personal,108301,11.47,18,2022-07-15
1302,1387,Business,1980802,12.5,24,2024-11-29
1303,1029,Business,250176,10.26,48,2021-11-17
1304,1285,Auto,1230725,16.12,120,2024-02-02
1305,147,Business,210430,9.4,48,2021-12-04
1306,1463,Home,516682,9.58,12,2024-06-15
1307,1258,Home,1698953,13.94,24,2024-12-22
1308,616,Home,1236859,14.39,60,2021-10-04
1309,189,Business,278287,9.85,24,2022-09-22
1310,1298,Home,867434,10.78,18,2021-07-12
1311,46,Home,1568010,10.82,48,2022-07-16
1312,673,Business,526510,8.46,18,2022-11-22
1313,724,Business,1359829,10.91,36,2020-11-07
1314,1711,Business,1167931,17.58,12,2022-12-18
1315,585,Business,1373938,15.01,36,2023-07-13
1316,1617,Auto,1433071,8.99,120,2022-09-14
1317,804,Personal,1107749,16.81,120,2021-10-25
1318,1129,Home,251984,16.02,18,2023-11-03
1319,1356,Auto,706243,15.86,12,2023-05-11
1320,1559,Home,679202,9.23,24,2024-07-15
1321,36,Auto,206740,13.04,12,2023-01-17
1322,862,Auto,240267,14.7,12,2020-05-17
1323,178,Home,158440,14.46,12,2022-09-26
1324,1754,Home,1679706,9.95,18,2022-10-01
1325,1823,Personal,211196,13.69,12,2020-07-29
1326,1658,Auto,956992,8.71,36,2022-03-30
1327,640,Personal,591316,13.86,120,2021-08-09
1328,1141,Home,1961844,11.1,48,2021-05-14
1329,1699,Auto,712700,17.37,48,2022-02-06
1330,284,Auto,122974,17.46,60,2021-01-24
1331,816,Business,1951123,14.39,120,2022-01-27
1332,458,Auto,92261,8.22,120,2021-03-15
1333,420,Personal,488453,17.57,36,2022-05-08
1334,1474,Personal,1272008,15.73,36,2023-04-27
1335,1071,Business,583055,10.3,18,2022-06-08
1336,1470,Auto,1796061,16.1,48,2021-04-12
1337,9,Home,1255706,11.44,18,2024-11-20
1338,1394,Auto,57070,17.28,36,2023-05-12
1339,295,Auto,1566376,14.37,36,2023-05-08
1340,755,Home,1488081,11.75,12,2023-01-31
1341,1394,Business,1912486,17.91,24,2022-09-25
1342,420,Personal,980828,14.13,120,2023-07-31
1343,28,Home,1128748,14.15,18,2022-03-24
1344,444,Home,200086,16.06,36,2022-08-01
1345,697,Personal,1434744,16.85,120,2023-10-16
1346,1644,Home,1099984,13.77,24,2020-11-27
1347,876,Auto,466619,16.68,48,2024-04-15
1348,1992,Personal,1682778,8.46,18,2022-08-09
1349,6,Home,979974,11.36,24,2021-12-30
1350,537,Business,911250,16.25,48,2020-09-20
1351,1808,Auto,223617,14.39,48,2024-01-06
1352,1493,Business,343455,9.8,18,2023-09-17
1353,4,Personal,131037,11.75,18,2020-07-07
1354,284,Auto,948276,16.63,12,2023-07-12
1355,345,Auto,229183,11.93,12,2020-01-30
1356,19,Personal,1280813,13.29,60,2021-02-10
1357,1154,Personal,530376,9.47,24,2024-05-02
1358,547,Auto,227762,14.27,60,2023-03-25
1359,735,Personal,558423,12.76,18,2020-12-29
1360,1524,Auto,517876,8.41,18,2024-11-23
1361,784,Business,528216,9.88,18,2024-02-12
1362,1897,Auto,1933080,12.83,60,2023-04-15
1363,20,Auto,109597,12.55,60,2023-01-19
1364,794,Auto,113147,13.0,24,2024-02-02
1365,616,Business,1846648,9.96,24,2021-01-11
1366,1745,Business,1162254,10.34,36,2020-07-31
1367,825,Home,1335353,15.09,24,2021-12-06
1368,1151,Business,1916736,15.26,120,2022-04-05
1369,1621,Business,127223,10.4,18,2022-08-30
1370,476,Business,1324201,9.89,60,2023-03-31
1371,1634,Home,1414146,12.82,60,2020-01-18
1372,1052,Home,1814531,15.01,12,2020-02-24
1373,118,Auto,632600,17.78,18,2024-06-08
1374,1022,Home,613325,8.35,48,2023-08-12
1375,456,Personal,511492,10.83,36,2024-07-17
1376,1693,Business,534501,8.84,12,2024-04-09
1377,470,Auto,65879,10.35,48,2020-09-10
1378,1569,Home,1366285,14.36,12,2023-03-15
1379,1443,Business,858314,9.58,60,2020-11-19
1380,1903,Home,513388,17.49,12,2022-01-10
1381,1166,Home,1005149,13.05,36,2024-09-13
1382,811,Auto,1106970,13.63,60,2021-11-16
1383,1523,Personal,1946867,12.19,60,2024-08-27
1384,119,Business,742274,13.12,60,2023-04-02
1385,1717,Business,235044,17.94,12,2022-04-20
1386,1548,Auto,1861958,8.13,12,2023-01-21
1387,1816,Home,1614018,13.58,36,2020-10-22
1388,1649,Business,1414683,8.64,120,2023-02-10
1389,560,Home,249172,17.62,12,2022-08-19
1390,642,Home,1465716,17.91,36,2024-03-12
1391,1406,Business,1258741,8.69,12,2023-05-03
1392,1084,Personal,1840323,11.54,120,2022-10-16
1393,984,Home,1192357,8.8,48,2020-10-14
1394,56,Business,1701444,9.87,24,2022-05-03
1395,1286,Personal,725240,16.17,12,2023-03-30
1396,1179,Business,1802108,12.44,24,2021-07-17
1397,393,Personal,1638644,15.66,24,2021-09-05
1398,150,Home,1240842,15.71,36,2023-05-16
1399,1361,Business,1106522,13.24,12,2024-08-05
1400,1137,Home,1587206,16.8,48,2023-07-02
1401,1384,Home,1654648,8.93,48,2024-11-29
1402,1927,Home,1817598,8.88,36,2023-05-01
1403,990,Personal,1128253,9.09,18,2023-10-26
1404,135,Business,316759,9.86,120,2024-11-12
1405,854,Auto,1172185,17.79,18,2023-04-07
1406,944,Auto,305671,11.38,36,2023-02-12
1407,1468,Home,1065787,17.78,12,2023-03-17
1408,1778,Personal,1833459,11.82,120,2023-12-04
1409,291,Auto,297765,15.87,48,2023-10-23
1410,438,Auto,1908312,16.74,48,2023-11-02
1411,1645,Home,1092637,9.56,120,2021-04-16
1412,1843,Personal,518761,11.6,120,2022-07-04
1413,1133,Auto,1222563,12.92,18,2021-01-22
1414,1807,Auto,488533,13.0,24,2020-03-25
1415,1054,Auto,1900164,12.15,48,2023-09-24
1416,1718,Auto,443287,16.09,60,2024-04-12
1417,697,Personal,1217253,16.53,48,2023-12-30
1418,492,Personal,1414792,13.52,36,2021-06-20
1419,593,Personal,1422691,9.34,120,2021-06-12
1420,1973,Business,1499914,11.34,48,2022-02-17
1421,750,Personal,379088,12.08,36,2020-06-21
1422,1705,Business,822021,9.36,60,2022-10-09
1423,951,Personal,1961313,10.11,36,2023-08-31
1424,1617,Business,178125,17.88,18,2024-03-24
1425,803,Personal,432451,17.55,36,2024-04-11
1426,1971,Personal,768291,11.56,120,2022-10-08
1427,1079,Auto,1651324,12.03,60,2022-10-12
1428,122,Home,1948789,8.53,60,2021-12-23
1429,1307,Auto,316830,8.05,24,2020-10-18
1430,616,Personal,1360706,9.24,24,2021-02-20
1431,588,Auto,718924,13.53,24,2021-10-11
1432,1546,Business,1697696,11.16,120,2024-12-06
1433,89,Home,1111813,14.94,24,2021-07-16
1434,410,Personal,1733607,16.28,24,2020-07-16
1435,302,Auto,352205,12.24,18,2023-10-29
1436,1340,Business,1157180,8.36,18,2022-01-31
1437,1584,Personal,1420380,15.16,48,2024-10-25
1438,1305,Business,748594,10.42,18,2021-08-30
1439,264,Auto,676611,15.21,12,2022-12-17
1440,389,Personal,108515,11.19,18,2022-02-12
1441,1411,Personal,277575,10.04,48,2022-10-22
1442,554,Business,1510038,16.86,60,2023-11-13
1443,825,Business,956875,17.76,12,2020-05-04
1444,1485,Personal,806550,15.73,48,2023-06-05
1445,1676,Auto,302366,10.39,36,2022-11-13
1446,684,Business,1851969,15.99,24,2022-08-26
1447,932,Personal,1007401,9.28,36,2020-06-16
1448,661,Auto,1996825,17.87,18,2024-03-26
1449,1204,Home,1998062,11.72,48,2024-03-10
1450,1348,Personal,1660697,8.77,60,2022-04-05
1451,747,Home,880587,13.9,48,2020-10-08
1452,794,Home,697340,13.59,18,2024-08-17
1453,553,Personal,376558,17.52,24,2024-01-28
1454,1591,Personal,55493,16.98,36,2022-11-11
1455,418,Auto,295730,9.59,12,2023-04-08
1456,1915,Home,700727,17.33,18,2020-11-07
1457,1813,Business,98174,16.58,60,2023-02-03
1458,1916,Business,764549,10.22,60,2021-11-09
1459,1168,Home,997221,8.96,48,2023-05-23
1460,1339,Home,1285067,9.42,24,2021-01-11
1461,1976,Home,461159,11.93,18,2022-03-08
1462,781,Personal,1123939,9.79,18,2023-03-30
1463,1677,Personal,1859521,8.06,18,2020-01-10
1464,1780,Personal,470028,13.07,12,2024-05-09
1465,15,Auto,945157,17.57,120,2022-08-13
1466,1364,Home,1698885,16.87,36,2022-11-20
1467,405,Home,638213,17.3,24,2024-10-19
1468,936,Personal,1011030,15.86,12,2023-01-02
1469,892,Business,74784,10.04,48,2022-04-11
1470,719,Auto,288045,15.31,36,2020-05-15
1471,1581,Auto,1083691,9.52,60,2024-05-11
1472,829,Auto,1385361,15.67,18,2020-01-06
1473,29,Personal,1980904,15.9,18,2021-05-26
1474,1331,Auto,1903891,13.77,60,2020-09-14
1475,12,Auto,447649,9.1,60,2020-06-17
1476,563,Auto,759500,14.76,60,2021-09-30
1477,1916,Auto,1067564,14.55,60,2021-08-05
1478,1128,Auto,1381984,16.26,60,2024-02-11
1479,1146,Business,634923,8.03,60,2024-12-06
1480,1341,Business,1457643,17.59,48,2020-08-15
1481,105,Personal,321700,13.32,120,2024-12-10
1482,1504,Auto,627741,14.17,120,2020-06-13
1483,1819,Auto,272345,14.22,60,2022-02-08
1484,1346,Personal,1973727,16.51,36,2024-08-12
1485,1487,Auto,362151,13.59,120,2020-10-03
1486,1814,Home,1087809,15.55,36,2021-01-20
1487,814,Auto,523736,15.73,48,2021-11-19
1488,1245,Home,367538,14.2,12,2021-04-07
1489,1705,Business,716396,12.01,60,2022-09-07
1490,242,Personal,767976,14.75,12,2023-02-17
1491,1336,Auto,1221884,9.71,36,2024-10-17
1492,1094,Business,1636960,8.89,120,2024-08-18
1493,1229,Personal,1660783,8.03,12,2022-08-10
1494,1055,Home,578464,16.37,36,2024-06-03
1495,767,Personal,145718,10.49,36,2022-02-02
1496,1453,Business,778672,12.44,120,2022-09-07
1497,140,Home,1790201,15.3,18,2020-09-17
1498,178,Personal,1619419,8.85,48,2024-02-08
1499,1315,Personal,587956,14.33,12,2021-05-15
1500,532,Home,415780,13.73,36,2021-01-20
1501,857,Business,214946,12.44,18,2022-07-23
1502,437,Auto,228319,12.88,18,2020-12-05
1503,7,Home,1796976,15.91,18,2021-10-04
1504,1597,Business,1495197,9.61,18,2020-02-22
1505,1381,Auto,761004,10.48,48,2021-07-16
1506,256,Home,1967199,10.4,60,2020-04-29
1507,1592,Personal,1174763,15.98,36,2022-09-10
1508,1207,Business,1180085,10.03,18,2022-05-27
1509,1126,Auto,1689025,10.66,24,2024-03-24
1510,680,Business,1284634,11.47,60,2022-02-18
1511,1723,Personal,394740,17.72,60,2023-04-27
1512,929,Personal,1127756,12.19,24,2024-09-11
1513,1878,Home,1041337,9.66,12,2023-05-29
1514,1766,Business,1174690,9.63,48,2024-01-10
1515,1092,Business,783478,9.59,36,2024-04-13
1516,579,Home,576717,15.42,60,2020-03-22
1517,419,Auto,1569379,15.04,18,2023-07-14
1518,509,Business,1505250,13.09,60,2023-06-09
1519,1267,Business,854600,11.96,24,2021-05-28
1520,1462,Home,1573610,9.56,24,2020-09-12
1521,856,Auto,1884265,10.03,24,2024-09-15
1522,1830,Auto,1609453,12.48,12,2023-03-28
1523,1804,Auto,1827308,17.97,18,2023-10-27
1524,1937,Home,1964793,17.38,60,2022-01-28
1525,319,Auto,1953549,12.13,18,2020-08-30
1526,1161,Home,82165,9.76,60,2024-08-29
1527,1426,Business,922335,14.08,36,2023-03-01
1528,20,Business,1400681,13.98,120,2020-09-01
1529,1029,Home,908628,17.95,36,2023-09-28
1530,767,Home,1712705,16.77,24,2024-08-21
1531,1951,Business,350708,9.96,60,2021-12-30
1532,478,Business,693081,9.07,18,2021-08-02
1533,62,Auto,1582203,12.9,120,2024-11-01
1534,322,Home,1837234,8.62,24,2023-02-10
1535,468,Business,1185656,10.79,18,2023-10-05
1536,812,Home,1790735,9.04,24,2021-05-11
1537,1238,Auto,1836657,13.86,12,2023-07-22
1538,1229,Auto,1927137,12.15,18,2024-02-08
1539,128,Home,1278054,11.0,18,2021-05-12
1540,1247,Auto,877357,10.52,36,2022-07-10
1541,1416,Personal,372406,13.67,120,2022-01-02
1542,1210,Personal,1697272,15.51,48,2022-11-05
1543,434,Home,1123556,8.66,24,2020-05-11
1544,1033,Business,500021,16.36,48,2024-03-02
1545,1307,Home,1817110,12.92,48,2020-10-03
1546,296,Business,1475932,12.76,24,2023-03-12
1547,1756,Business,1513400,12.45,120,2022-03-13
